order_id,first_name,last_name,product_id,category,quantity,amount,payment_method,city,email
77,Sneha,  Verma  ,1100,  Groceries,4,2889.09,UPI,Kolkata,sneha.verma77@gmail.com
79,  Ravi  ,  Das  ,1059,Sports  ,4,4582.31,Debit Card,Kolkata,ravi.das79@gmail.com
80,Pooja,Rao,1053,  Groceries,1,4076.25,Net Banking,Kolkata,pooja.rao80@gmail.com
82,Rahul  ,  Verma,1060,Books,3,4651.15,UPI,Hyderabad,rahul.verma82@gmail.com
83,Rahul  ,  Kumar  ,1057,  Books,6,3045.44,Credit Card,Bangalore,rahul.kumar83@gmail.com
85,  Pooja,Das  ,1011,  Sports  ,3,785.2,Debit Card,Kolkata,pooja.das85@gmail.com
86,Pooja,Rao,1051,Furniture,2,4846.37,Net Banking,Pune,pooja.rao86@gmail.com
87,Neha  ,  Gupta,1037,  Books,6,783.92,Net Banking,Delhi,neha.gupta87@gmail.com
88,Divya  ,  Sharma,1009,Sports  ,3,4765.85,UPI,Hyderabad,divya.sharma88@gmail.com
90,Ravi  ,  Gupta  ,1041,  Sports,7,352.22,Credit Card,Kolkata,ravi.gupta90@gmail.com
93,  Ramesh,Naidu,1020,Furniture,10,2967.72,Credit Card,Chennai,ramesh.naidu93@gmail.com
94,  Sneha,  Kumar  ,1038,Clothing,7,4885.59,Credit Card,Kolkata,sneha.kumar94@gmail.com
95,  Sneha,  Das  ,1100,  Groceries  ,3,1348.54,Debit Card,Mumbai,sneha.das95@gmail.com
98,Ravi  ,  Reddy,1008,  Sports  ,1,3598.46,Debit Card,Delhi,ravi.reddy98@gmail.com
101,Rahul,  Das,1009,  Clothing  ,8,4039.51,Debit Card,Kolkata,rahul.das101@gmail.com
102,  Ravi  ,Rao,1026,Books,8,1187.43,UPI,Hyderabad,ravi.rao102@gmail.com
104,Sneha  ,Naidu  ,1033,  Electronics  ,6,2535.65,Debit Card,Pune,sneha.naidu104@gmail.com
105,Suresh,  Verma,1095,Furniture  ,10,3562.09,Cash,Bangalore,suresh.verma105@gmail.com
109,  Vamsi,  Verma,1097,  Furniture,2,2157.65,Net Banking,Hyderabad,vamsi.verma109@gmail.com
111,Divya  ,Verma  ,1018,Furniture  ,3,652.52,Credit Card,Bangalore,divya.verma111@gmail.com
114,  Priya,Verma,1091,  Electronics  ,3,4291.31,UPI,Pune,priya.verma114@gmail.com
116,  Ramesh,Rao,1003,  Furniture  ,3,4041.28,Credit Card,Chennai,ramesh.rao116@gmail.com
117,Sneha  ,Patel  ,1010,Clothing,8,3606.86,UPI,Mumbai,sneha.patel117@gmail.com
118,Suresh  ,Sharma  ,1026,Electronics  ,8,883.29,Net Banking,Delhi,suresh.sharma118@gmail.com
119,Suresh,  Kumar  ,1037,  Books,10,309.56,Debit Card,Delhi,suresh.kumar119@gmail.com
121,  Amit  ,Sharma,1084,Sports,10,2759.52,Credit Card,Delhi,amit.sharma121@gmail.com
123,Anjali  ,  Verma,1089,Books,6,2815.05,UPI,Hyderabad,anjali.verma123@gmail.com
124,  Kavya,  Das  ,1069,Sports,7,3930.97,Net Banking,Delhi,kavya.das124@gmail.com
125,  Vamsi  ,  Reddy  ,1003,Clothing,8,1431.67,Cash,Bangalore,vamsi.reddy125@gmail.com
127,  Ramesh  ,Das  ,1057,Groceries,2,4544.97,Cash,Delhi,ramesh.das127@gmail.com
131,  Ravi,Reddy  ,1017,  Groceries  ,8,3969.42,UPI,Hyderabad,ravi.reddy131@gmail.com
132,Divya,Singh  ,1049,Books,10,1301.3,UPI,Chennai,divya.singh132@gmail.com
133,Anjali,Naidu  ,1095,Electronics,8,3677.93,Debit Card,Bangalore,anjali.naidu133@gmail.com
135,Ravi  ,  Patel,1046,  Clothing  ,3,4323.51,Cash,Delhi,ravi.patel135@gmail.com
137,  Sneha,  Verma  ,1019,  Furniture,1,4877.46,UPI,Delhi,sneha.verma137@gmail.com
139,Kiran  ,  Das  ,1046,Furniture  ,8,4292.52,Cash,Hyderabad,kiran.das139@gmail.com
140,Anjali,  Reddy,1057,Electronics,6,3425.3,Cash,Kolkata,anjali.reddy140@gmail.com
142,Suresh  ,  Verma  ,1023,  Books,4,4994.42,Cash,Mumbai,suresh.verma142@gmail.com
144,  Amit,Verma,1049,  Groceries  ,5,1982.69,Cash,Chennai,amit.verma144@gmail.com
145,  Arjun  ,  Verma,1098,Sports  ,7,700.24,Debit Card,Mumbai,arjun.verma145@gmail.com
146,  Sneha  ,  Sharma  ,1051,Clothing  ,9,807.24,UPI,Mumbai,sneha.sharma146@gmail.com
148,Vamsi  ,Das  ,1034,Books  ,3,2930.59,Credit Card,Pune,vamsi.das148@gmail.com
149,Priya  ,Reddy  ,1074,  Books,2,1107.54,Cash,Hyderabad,priya.reddy149@gmail.com
150,Priya  ,  Naidu  ,1092,Sports  ,10,1713.58,Debit Card,Hyderabad,priya.naidu150@gmail.com
151,  Pooja,  Sharma,1044,  Groceries,4,452.09,Credit Card,Bangalore,pooja.sharma151@gmail.com
152,Neha,Singh  ,1099,  Sports  ,10,3170.23,Credit Card,Pune,neha.singh152@gmail.com
153,  Anjali  ,Singh,1055,Books  ,3,4879.48,Credit Card,Chennai,anjali.singh153@gmail.com
154,Neha,  Reddy,1096,  Books  ,1,3676.35,Debit Card,Kolkata,neha.reddy154@gmail.com
158,Vamsi,  Gupta  ,1086,Electronics,6,3601.74,UPI,Kolkata,vamsi.gupta158@gmail.com
160,Priya  ,Das  ,1093,  Electronics,6,4776.39,UPI,Bangalore,priya.das160@gmail.com
162,Vamsi,  Reddy  ,1091,Books  ,1,4618.89,Net Banking,Pune,vamsi.reddy162@gmail.com
163,Sneha,Singh  ,1040,Clothing,9,3465.91,Cash,Delhi,sneha.singh163@gmail.com
165,Ramesh  ,Gupta  ,1094,  Groceries  ,1,4193.57,Credit Card,Delhi,ramesh.gupta165@gmail.com
169,  Suresh,Reddy,1085,Furniture  ,10,4228.37,Cash,Bangalore,suresh.reddy169@gmail.com
171,  Rahul  ,Reddy  ,1046,  Clothing  ,8,3691.82,Debit Card,Delhi,rahul.reddy171@gmail.com
172,  Priya  ,Reddy,1036,  Groceries,2,618.2,Debit Card,Delhi,priya.reddy172@gmail.com
176,  Kiran  ,  Reddy  ,1027,Furniture,7,1962.12,Debit Card,Kolkata,kiran.reddy176@gmail.com
181,Pooja  ,  Das,1053,  Groceries,3,1209.79,Cash,Kolkata,pooja.das181@gmail.com
182,Ramesh,  Kumar  ,1020,  Groceries  ,7,933.49,Cash,Kolkata,ramesh.kumar182@gmail.com
183,  Rahul  ,  Reddy,1069,Clothing,1,557.38,Credit Card,Chennai,rahul.reddy183@gmail.com
186,Anjali  ,  Das,1012,Electronics,8,2343.15,Cash,Delhi,anjali.das186@gmail.com
187,  Anjali  ,Gupta  ,1038,  Books,3,1916.28,Cash,Pune,anjali.gupta187@gmail.com
188,Suresh  ,  Rao  ,1072,  Electronics  ,9,4555.11,Cash,Kolkata,suresh.rao188@gmail.com
190,Kavya,  Sharma  ,1070,Clothing  ,5,4922.34,UPI,Mumbai,kavya.sharma190@gmail.com
191,Sneha  ,  Singh  ,1039,  Furniture  ,9,4117.03,Credit Card,Mumbai,sneha.singh191@gmail.com
192,  Arjun,  Kumar,1039,Sports,3,174.15,Cash,Chennai,arjun.kumar192@gmail.com
193,Amit  ,  Singh  ,1048,  Sports  ,7,1164.54,Cash,Chennai,amit.singh193@gmail.com
195,  Sneha  ,Rao  ,1047,  Clothing,9,3050.15,Cash,Mumbai,sneha.rao195@gmail.com
197,  Pooja  ,  Patel  ,1064,Electronics,5,3253.38,Cash,Pune,pooja.patel197@gmail.com
198,  Kiran,Reddy,1071,  Books  ,1,1557.78,Net Banking,Pune,kiran.reddy198@gmail.com
200,  Ravi  ,  Reddy,1079,Clothing,8,3704.88,UPI,Pune,ravi.reddy200@gmail.com
202,Suresh  ,Singh,1063,  Groceries,8,1358.05,Debit Card,Hyderabad,suresh.singh202@gmail.com
203,  Kavya  ,Das,1056,  Books,5,2844.78,UPI,Pune,kavya.das203@gmail.com
205,Ravi,  Naidu,1021,  Furniture,4,767.05,Debit Card,Chennai,ravi.naidu205@gmail.com
206,  Priya,Kumar  ,1078,  Clothing  ,6,2052.4,Debit Card,Pune,priya.kumar206@gmail.com
210,Ramesh,  Verma  ,1082,Clothing  ,4,1128.15,UPI,Chennai,ramesh.verma210@gmail.com
212,  Divya,  Das,1062,Sports  ,6,2210.79,UPI,Pune,divya.das212@gmail.com
213,  Vamsi  ,Gupta  ,1080,Electronics  ,5,3403.67,Debit Card,Delhi,vamsi.gupta213@gmail.com
215,Rahul,  Naidu  ,1073,  Books  ,10,1139.91,Net Banking,Chennai,rahul.naidu215@gmail.com
224,Suresh  ,  Reddy  ,1049,Electronics  ,9,2056.36,Cash,Mumbai,suresh.reddy224@gmail.com
225,Anjali,  Reddy,1099,Books  ,5,3970.31,Cash,Kolkata,anjali.reddy225@gmail.com
228,  Ravi,Singh  ,1038,  Groceries  ,9,4046.37,Cash,Bangalore,ravi.singh228@gmail.com
230,  Ravi  ,  Patel,1027,  Furniture,1,3466.51,Debit Card,Bangalore,ravi.patel230@gmail.com
231,Neha  ,Rao  ,1081,  Sports  ,1,1643.47,Cash,Mumbai,neha.rao231@gmail.com
234,Anjali,Sharma,1027,  Books,9,604.74,Cash,Delhi,anjali.sharma234@gmail.com
235,Sneha  ,Verma,1018,  Groceries  ,2,1257.79,Net Banking,Chennai,sneha.verma235@gmail.com
236,Kiran,  Kumar  ,1014,  Books,8,3489.91,Cash,Kolkata,kiran.kumar236@gmail.com
237,  Divya,  Reddy,1048,Groceries,10,3576.71,UPI,Kolkata,divya.reddy237@gmail.com
238,  Neha  ,  Patel,1015,  Clothing,10,2960.45,UPI,Hyderabad,neha.patel238@gmail.com
240,  Ravi  ,  Verma,1083,Groceries  ,2,2745.17,Debit Card,Mumbai,ravi.verma240@gmail.com
243,  Pooja  ,  Das  ,1074,Clothing,1,3234.1,Net Banking,Chennai,pooja.das243@gmail.com
245,  Divya  ,  Verma  ,1031,Clothing  ,6,3166.61,Debit Card,Mumbai,divya.verma245@gmail.com
247,Divya,  Reddy,1003,  Groceries,8,1175.5,Cash,Bangalore,divya.reddy247@gmail.com
249,Rahul  ,  Singh,1088,  Electronics,1,3303.7,UPI,Bangalore,rahul.singh249@gmail.com
250,Kiran,  Verma  ,1068,  Groceries  ,7,1782.23,Credit Card,Bangalore,kiran.verma250@gmail.com
252,  Rahul,  Patel,1032,Electronics  ,10,4522.01,UPI,Bangalore,rahul.patel252@gmail.com
253,Anjali,  Gupta  ,1054,Sports,5,4658.89,Cash,Kolkata,anjali.gupta253@gmail.com
254,Kavya  ,  Patel  ,1067,  Electronics,10,3540.9,Net Banking,Chennai,kavya.patel254@gmail.com
255,  Ravi,Das,1092,Sports  ,8,1671.02,Debit Card,Hyderabad,ravi.das255@gmail.com
256,  Rahul,Singh,1005,Groceries,5,2059.82,Debit Card,Hyderabad,rahul.singh256@gmail.com
258,  Suresh  ,  Kumar,1066,  Sports,1,3789.92,Debit Card,Hyderabad,suresh.kumar258@gmail.com
262,  Divya,Verma  ,1032,Clothing  ,10,2528.08,Cash,Chennai,divya.verma262@gmail.com
263,  Rahul,Sharma  ,1071,Furniture,1,4623.14,Debit Card,Delhi,rahul.sharma263@gmail.com
264,Kavya,  Patel  ,1082,Books,7,3272.07,Debit Card,Bangalore,kavya.patel264@gmail.com
265,  Vamsi,  Gupta  ,1069,Furniture  ,9,543.5,Credit Card,Hyderabad,vamsi.gupta265@gmail.com
267,Kiran,  Naidu  ,1037,Books  ,2,4309.81,Cash,Hyderabad,kiran.naidu267@gmail.com
268,  Priya,Singh,1090,  Books  ,10,3611.8,Net Banking,Mumbai,priya.singh268@gmail.com
270,Ramesh  ,  Gupta  ,1063,Furniture,8,4278.62,Debit Card,Mumbai,ramesh.gupta270@gmail.com
271,  Divya  ,  Patel  ,1019,Books,10,1328.41,Debit Card,Kolkata,divya.patel271@gmail.com
277,Divya  ,  Verma  ,1027,  Clothing,1,1579.64,Debit Card,Delhi,divya.verma277@gmail.com
279,  Pooja,Rao,1031,  Groceries,10,3222.59,UPI,Chennai,pooja.rao279@gmail.com
281,Kavya,Verma  ,1088,  Sports,10,2693.89,Debit Card,Kolkata,kavya.verma281@gmail.com
282,Kiran  ,  Sharma,1001,  Electronics,10,509.43,Cash,Kolkata,kiran.sharma282@gmail.com
283,  Anjali  ,  Verma  ,1063,Groceries  ,1,3728.45,Cash,Hyderabad,anjali.verma283@gmail.com
284,  Sneha  ,  Patel  ,1093,  Furniture,3,2846.14,UPI,Pune,sneha.patel284@gmail.com
285,Sneha  ,Sharma  ,1068,Groceries  ,7,3543.52,Net Banking,Chennai,sneha.sharma285@gmail.com
287,  Amit,Naidu  ,1095,  Electronics  ,8,1115.3,Credit Card,Bangalore,amit.naidu287@gmail.com
289,  Anjali  ,Patel,1052,Electronics,10,1422.15,UPI,Pune,anjali.patel289@gmail.com
291,  Neha,Rao,1085,  Books,9,745.52,Debit Card,Bangalore,neha.rao291@gmail.com
292,Kiran  ,  Reddy  ,1025,  Books  ,6,2430.76,UPI,Bangalore,kiran.reddy292@gmail.com
293,  Ramesh  ,Sharma,1025,Groceries,2,2969.24,UPI,Delhi,ramesh.sharma293@gmail.com
294,  Rahul,  Reddy,1032,  Groceries  ,5,730.24,Credit Card,Delhi,rahul.reddy294@gmail.com
296,  Anjali,  Gupta,1032,  Books,10,3871.27,Net Banking,Bangalore,anjali.gupta296@gmail.com
298,  Priya  ,Sharma  ,1080,Books,5,250.13,Debit Card,Hyderabad,priya.sharma298@gmail.com
299,Arjun,Reddy  ,1092,Books,5,1022.63,Debit Card,Mumbai,arjun.reddy299@gmail.com
300,Rahul  ,  Verma,1085,  Electronics  ,9,4210.51,Cash,Hyderabad,rahul.verma300@gmail.com
301,  Divya,Singh  ,1091,  Sports,9,1505.83,Cash,Kolkata,divya.singh301@gmail.com
302,Amit,  Singh,1037,  Clothing  ,8,1853.22,Credit Card,Kolkata,amit.singh302@gmail.com
303,Pooja,Reddy,1072,  Groceries,10,2801.81,UPI,Pune,pooja.reddy303@gmail.com
305,  Anjali  ,  Rao,1082,Sports  ,10,2187.2,Debit Card,Bangalore,anjali.rao305@gmail.com
308,Anjali,  Verma,1023,Clothing  ,7,3058.01,UPI,Delhi,anjali.verma308@gmail.com
309,  Neha  ,  Singh  ,1023,  Furniture  ,7,293.81,Cash,Hyderabad,neha.singh309@gmail.com
310,  Amit  ,Reddy,1033,Clothing  ,3,4496.76,UPI,Pune,amit.reddy310@gmail.com
311,Sneha,  Patel  ,1060,Furniture  ,2,3660.9,Net Banking,Bangalore,sneha.patel311@gmail.com
313,Ramesh  ,Singh,1028,Furniture  ,3,1771.52,Debit Card,Mumbai,ramesh.singh313@gmail.com
316,  Ravi,  Das,1023,Books,10,3314.78,UPI,Delhi,ravi.das316@gmail.com
317,Kavya  ,  Patel  ,1041,  Clothing,9,2088.34,UPI,Bangalore,kavya.patel317@gmail.com
318,  Ravi,Sharma  ,1024,Sports  ,4,4992.94,Credit Card,Chennai,ravi.sharma318@gmail.com
321,Pooja  ,  Rao  ,1100,  Electronics,7,3362.89,Credit Card,Mumbai,pooja.rao321@gmail.com
322,Suresh,Sharma  ,1081,Clothing  ,10,4469.85,Debit Card,Bangalore,suresh.sharma322@gmail.com
325,Sneha,Gupta  ,1024,  Furniture  ,10,2488.77,Cash,Hyderabad,sneha.gupta325@gmail.com
326,Kiran  ,  Verma,1031,Books,2,4890.64,UPI,Delhi,kiran.verma326@gmail.com
328,Ravi  ,  Gupta,1026,Sports,4,1477.23,Net Banking,Mumbai,ravi.gupta328@gmail.com
331,  Neha  ,Sharma  ,1018,  Sports  ,6,2921.11,Cash,Bangalore,neha.sharma331@gmail.com
333,Divya  ,  Kumar,1065,Books,3,1780.28,Net Banking,Kolkata,divya.kumar333@gmail.com
335,  Neha  ,  Verma,1017,Electronics  ,8,3326.49,Net Banking,Chennai,neha.verma335@gmail.com
336,Amit  ,Naidu  ,1025,Books  ,2,991.89,Debit Card,Mumbai,amit.naidu336@gmail.com
338,Kavya  ,  Gupta  ,1021,  Sports  ,9,4801.16,Cash,Kolkata,kavya.gupta338@gmail.com
339,Amit,  Singh  ,1049,Sports  ,5,1631.31,Credit Card,Hyderabad,amit.singh339@gmail.com
340,  Neha  ,  Sharma  ,1082,  Books  ,8,2585.76,Cash,Delhi,neha.sharma340@gmail.com
341,Priya,Rao  ,1041,  Furniture,7,2848.11,Net Banking,Kolkata,priya.rao341@gmail.com
342,Amit,  Das  ,1042,  Sports  ,7,3799.26,UPI,Chennai,amit.das342@gmail.com
344,Neha  ,  Naidu  ,1073,  Clothing,2,3239.24,Credit Card,Mumbai,neha.naidu344@gmail.com
345,  Divya,Sharma,1080,Sports  ,1,1786.53,Cash,Bangalore,divya.sharma345@gmail.com
346,Priya  ,Sharma  ,1085,Sports  ,9,2036.05,Net Banking,Mumbai,priya.sharma346@gmail.com
347,Ramesh  ,  Reddy,1047,  Books  ,2,3370.87,Cash,Kolkata,ramesh.reddy347@gmail.com
348,  Arjun,  Verma  ,1011,  Books,4,949.49,Credit Card,Bangalore,arjun.verma348@gmail.com
349,Ramesh,Patel  ,1069,  Books,3,254.22,Cash,Bangalore,ramesh.patel349@gmail.com
351,Ravi  ,  Kumar,1065,  Groceries,2,2087.8,Credit Card,Delhi,ravi.kumar351@gmail.com
352,  Amit  ,  Das  ,1083,Clothing,8,1461.14,Debit Card,Delhi,amit.das352@gmail.com
353,Pooja  ,  Reddy  ,1021,Clothing  ,6,606.55,Net Banking,Kolkata,pooja.reddy353@gmail.com
356,Kiran  ,Patel  ,1078,Groceries  ,10,2301.73,UPI,Bangalore,kiran.patel356@gmail.com
357,  Rahul  ,Verma,1010,Clothing,3,4732.5,Debit Card,Pune,rahul.verma357@gmail.com
358,Divya  ,  Das,1078,Sports,5,3341.34,Net Banking,Delhi,divya.das358@gmail.com
359,  Anjali,Kumar  ,1078,  Books  ,2,2972.29,Credit Card,Hyderabad,anjali.kumar359@gmail.com
363,  Ravi,  Sharma  ,1010,Clothing  ,8,1303.26,Net Banking,Delhi,ravi.sharma363@gmail.com
367,  Pooja,  Gupta,1061,Clothing,4,4928.26,UPI,Bangalore,pooja.gupta367@gmail.com
368,Kiran  ,Rao,1026,  Books,2,3136.82,Debit Card,Pune,kiran.rao368@gmail.com
369,Pooja,Naidu,1055,Sports,10,3115.22,Debit Card,Chennai,pooja.naidu369@gmail.com
373,Arjun,  Reddy  ,1065,Books  ,8,3110.04,Cash,Mumbai,arjun.reddy373@gmail.com
374,  Anjali,Patel,1015,Furniture,8,2372.17,Net Banking,Hyderabad,anjali.patel374@gmail.com
378,Neha,  Das,1083,Furniture,9,1554.89,Debit Card,Hyderabad,neha.das378@gmail.com
379,Kiran  ,  Das  ,1074,  Clothing  ,4,3333.52,Debit Card,Hyderabad,kiran.das379@gmail.com
381,Sneha  ,  Das  ,1015,Groceries  ,5,4086.73,UPI,Hyderabad,sneha.das381@gmail.com
382,  Anjali  ,Sharma  ,1002,  Sports,4,4569.0,UPI,Mumbai,anjali.sharma382@gmail.com
383,  Suresh,  Rao,1071,Clothing,3,4931.6,UPI,Hyderabad,suresh.rao383@gmail.com
386,Kavya,Rao  ,1038,  Books  ,4,1827.91,Cash,Pune,kavya.rao386@gmail.com
388,  Ramesh  ,Naidu  ,1074,Books,9,4643.88,UPI,Mumbai,ramesh.naidu388@gmail.com
389,Ravi  ,  Patel  ,1059,  Electronics,9,4274.31,Credit Card,Bangalore,ravi.patel389@gmail.com
390,Pooja  ,Naidu  ,1060,  Electronics,2,994.15,Credit Card,Mumbai,pooja.naidu390@gmail.com
393,  Rahul  ,Singh,1085,  Clothing,9,4903.22,Net Banking,Mumbai,rahul.singh393@gmail.com
394,  Anjali  ,  Das,1037,Groceries,7,4109.24,Cash,Hyderabad,anjali.das394@gmail.com
396,  Divya,Rao  ,1016,  Sports  ,2,4598.0,Debit Card,Hyderabad,divya.rao396@gmail.com
397,Kiran,Singh  ,1055,  Clothing  ,10,4649.19,Net Banking,Pune,kiran.singh397@gmail.com
399,  Kiran  ,  Kumar,1075,  Groceries,9,1891.13,Net Banking,Mumbai,kiran.kumar399@gmail.com
401,Ravi,  Naidu  ,1053,  Furniture,3,910.82,Net Banking,Bangalore,ravi.naidu401@gmail.com
405,  Divya  ,  Singh,1043,Sports,10,2534.73,Debit Card,Kolkata,divya.singh405@gmail.com
406,Anjali,  Verma  ,1090,Groceries  ,3,2931.28,Credit Card,Bangalore,anjali.verma406@gmail.com
408,  Ravi,  Singh,1009,  Furniture  ,4,4580.24,Debit Card,Hyderabad,ravi.singh408@gmail.com
409,Pooja,Patel  ,1081,Books  ,7,2999.2,Cash,Mumbai,pooja.patel409@gmail.com
411,  Sneha,  Sharma  ,1014,Furniture  ,6,4656.93,Net Banking,Chennai,sneha.sharma411@gmail.com
418,  Amit,Verma  ,1020,  Clothing  ,4,1426.69,Cash,Chennai,amit.verma418@gmail.com
419,Sneha,Sharma  ,1066,Sports  ,2,280.85,UPI,Mumbai,sneha.sharma419@gmail.com
422,Kavya  ,Reddy  ,1089,Groceries,1,4451.9,Net Banking,Pune,kavya.reddy422@gmail.com
423,Divya,  Verma  ,1036,Furniture,2,670.05,Cash,Kolkata,divya.verma423@gmail.com
424,Neha,Naidu,1001,Electronics,6,2559.95,Debit Card,Delhi,neha.naidu424@gmail.com
427,  Vamsi  ,Kumar  ,1089,Sports,1,2906.64,Debit Card,Pune,vamsi.kumar427@gmail.com
428,Vamsi  ,  Naidu,1031,Clothing  ,4,895.12,UPI,Pune,vamsi.naidu428@gmail.com
430,  Vamsi,  Naidu  ,1030,  Books  ,9,3927.89,Cash,Delhi,vamsi.naidu430@gmail.com
431,Suresh  ,  Reddy,1046,Books  ,8,378.33,Net Banking,Mumbai,suresh.reddy431@gmail.com
432,Sneha,  Reddy  ,1071,Electronics,4,2905.05,Credit Card,Kolkata,sneha.reddy432@gmail.com
433,  Rahul  ,  Naidu,1016,  Books,1,1024.54,Credit Card,Bangalore,rahul.naidu433@gmail.com
436,Kiran,  Naidu,1094,Sports,4,4007.12,Debit Card,Chennai,kiran.naidu436@gmail.com
438,Kavya,  Verma  ,1070,Groceries  ,3,322.49,Net Banking,Bangalore,kavya.verma438@gmail.com
