order_id,first_name,last_name,product_id,category,quantity,amount,payment_method,city,email
23,Meera,Singh,P101,Apparel,1,2616.06,Wallet,Bengaluru,meera.singh23@example.com
24,Vikram,Verma,P022,Books,10,35749.5,Wallet,Kolkata,vikram.verma24@example.com
25,Lakshmi,Patel,P196,Apparel,6,15667.8,UPI,Delhi,lakshmi.patel25@example.com
26,Pooja,Joshi,P012,Books,9,42670.44,Credit Card,Ahmedabad,pooja.joshi26@example.com
27,Amit,Verma,P135,Books,9,44122.59,Cash on Delivery,Bengaluru,amit.verma27@example.com
28,Priya,Patel,P022,Books,1,3574.95,Wallet,Pune,priya.patel28@example.com
29,Suresh,Khan,P027,Home,7,12878.81,Credit Card,Hyderabad,suresh.khan29@example.com
30,Divya,Nair,P161,Electronics,9,39797.82,UPI,Hyderabad,divya.nair30@example.com
31,Rahul,Verma,P117,Grocery,2,3443.6,Cash on Delivery,Mumbai,rahul.verma31@example.com
32,Rohan,Reddy,P191,Home,8,8151.52,UPI,Bengaluru,rohan.reddy32@example.com
33,Divya,Joshi,P187,Home,4,3423.36,Wallet,Ahmedabad,divya.joshi33@example.com
34,Rahul,Nair,P127,Apparel,5,2397.05,Wallet,Hyderabad,rahul.nair34@example.com
35,Karan,Reddy,P197,Apparel,1,2585.7,Cash on Delivery,Delhi,karan.reddy35@example.com
36,Meera,Das,P085,Grocery,5,15448.2,Cash on Delivery,Delhi,meera.das36@example.com
37,Priya,Nair,P004,Electronics,8,14881.28,UPI,Mumbai,priya.nair37@example.com
38,Lakshmi,Singh,P178,Home,4,1647.8,Cash on Delivery,Chennai,lakshmi.singh38.d3@example.com
39,Suresh,Reddy,P119,Books,3,12630.48,Cash on Delivery,Bengaluru,suresh.reddy39.d2@example.com
40,Lakshmi,Sharma,P080,Electronics,2,3466.54,UPI,Ahmedabad,lakshmi.sharma40@example.com
41,Suresh,Singh,P020,Books,6,17264.76,Net Banking,Kolkata,suresh.singh41@example.com
42,Rahul,Patel,P054,Apparel,2,1380.46,Wallet,Chennai,rahul.patel42@example.com
43,Rohan,Reddy,P093,Toys,3,4081.65,Wallet,Pune,rohan.reddy43@example.com
44,Lakshmi,Gupta,P060,Apparel,8,28373.28,Credit Card,Delhi,lakshmi.gupta44@example.com
45,Suresh,Gupta,P001,Apparel,8,37935.44,UPI,Delhi,suresh.gupta45@example.com
46,Nikhil,Rao,P107,Home,6,22274.22,Credit Card,Pune,nikhil.rao46@example.com
47,Arjun,Gupta,P001,Apparel,6,28451.58,Credit Card,Bengaluru,arjun.gupta47@example.com
48,Meera,Singh,P183,Grocery,1,1302.88,UPI,Bengaluru,meera.singh48.d3@example.com
49,Rahul,Rao,P101,Apparel,7,18312.42,Wallet,Chennai,rahul.rao49@example.com
50,Sneha,Sharma,P013,Books,5,14742.15,Wallet,Chennai,sneha.sharma50@example.com
51,Divya,Singh,P163,Apparel,3,776.64,Net Banking,Pune,divya.singh51.d3@example.com
52,Pooja,Sharma,P049,Apparel,6,21583.86,Wallet,Kolkata,pooja.sharma52@example.com
53,Karan,Joshi,P142,Grocery,7,28976.29,Credit Card,Pune,karan.joshi53@example.com
54,Suresh,Das,P188,Toys,7,29194.2,Debit Card,Chennai,suresh.das54@example.com
55,Vikram,Patel,P125,Home,1,4450.6,Net Banking,Kolkata,vikram.patel55@example.com
56,Meera,Singh,P088,Home,5,3290.35,UPI,Chennai,meera.singh56.d3@example.com
57,Meera,Nair,P104,Books,8,13454.72,Cash on Delivery,Pune,meera.nair57@example.com
58,Anita,Reddy,P031,Books,3,7502.49,Debit Card,Ahmedabad,anita.reddy58@example.com
59,Suresh,Rao,P141,Grocery,10,21973.6,Wallet,Kolkata,suresh.rao59@example.com
60,Karan,Iyer,P036,Apparel,9,7220.88,Credit Card,Delhi,karan.iyer60.d2@example.com
61,Rahul,Rao,P088,Home,9,5922.63,Debit Card,Pune,rahul.rao61@example.com
62,Karan,Sharma,P067,Apparel,10,702.6,Wallet,Kolkata,karan.sharma62@example.com
63,Karan,Gupta,P099,Apparel,7,34255.06,UPI,Pune,karan.gupta63@example.com
64,Lakshmi,Singh,P193,Apparel,1,146.44,Cash on Delivery,Pune,lakshmi.singh64@example.com
65,Karan,Reddy,P033,Apparel,9,27579.15,Cash on Delivery,Bengaluru,karan.reddy65@example.com
66,Suresh,Gupta,P099,Apparel,7,34255.06,UPI,Hyderabad,suresh.gupta66@example.com
67,Pooja,Joshi,P033,Apparel,1,3064.35,Net Banking,Ahmedabad,pooja.joshi67@example.com
68,Nikhil,Khan,P001,Apparel,2,9483.86,Net Banking,Ahmedabad,nikhil.khan68@example.com
69,Divya,Patel,P064,Grocery,3,3594.57,Debit Card,Mumbai,divya.patel69@example.com
70,Rahul,Khan,P185,Grocery,8,29968.64,Credit Card,Hyderabad,rahul.khan70@example.com
71,Priya,Verma,P033,Apparel,9,27579.15,UPI,Chennai,priya.verma71@example.com
72,Pooja,Joshi,P033,Apparel,5,15321.75,Credit Card,Mumbai,pooja.joshi72@example.com
73,Karan,Gupta,P019,Toys,5,4723.0,UPI,Chennai,karan.gupta73@example.com
74,Amit,Khan,P154,Electronics,1,4370.39,UPI,Ahmedabad,amit.khan74@example.com
75,Divya,Nair,P072,Toys,6,20383.14,Cash on Delivery,Bengaluru,divya.nair75@example.com
76,Amit,Gupta,P141,Grocery,4,8789.44,Wallet,Chennai,amit.gupta76@example.com
77,Karan,Nair,P015,Electronics,1,2805.49,Wallet,Kolkata,karan.nair77@example.com
78,Divya,Verma,P021,Grocery,5,9466.85,Net Banking,Pune,divya.verma78@example.com
79,Priya,Joshi,P059,Home,8,34613.76,UPI,Kolkata,priya.joshi79@example.com
80,Karan,Sharma,P093,Toys,7,9523.85,UPI,Mumbai,karan.sharma80@example.com
81,Karan,Singh,P053,Electronics,8,9041.04,Debit Card,Bengaluru,karan.singh81@example.com
82,Rohan,Singh,P120,Home,4,18202.16,Credit Card,Ahmedabad,rohan.singh82@example.com
83,Divya,Nair,P157,Home,3,9343.65,Net Banking,Hyderabad,divya.nair83@example.com
84,Nikhil,Sharma,P153,Grocery,3,7924.08,Debit Card,Hyderabad,nikhil.sharma84@example.com
85,Pooja,Sharma,P153,Grocery,3,7924.08,Wallet,Hyderabad,pooja.sharma85@example.com
86,Suresh,Joshi,P048,Toys,7,28829.71,UPI,Mumbai,suresh.joshi86@example.com
87,Arjun,Iyer,P021,Grocery,3,5680.11,Debit Card,Delhi,arjun.iyer87.d2@example.com
88,Nikhil,Rao,P009,Home,5,1713.0,UPI,Ahmedabad,nikhil.rao88@example.com
89,Amit,Reddy,P044,Apparel,2,4793.58,UPI,Mumbai,amit.reddy89@example.com
90,Sneha,Khan,P090,Home,7,16995.72,Credit Card,Kolkata,sneha.khan90@example.com
91,Pooja,Reddy,P092,Electronics,5,18804.45,Credit Card,Ahmedabad,pooja.reddy91@example.com
92,Suresh,Iyer,P051,Home,6,10857.3,UPI,Pune,suresh.iyer92@example.com
93,Amit,Verma,P189,Grocery,8,28370.4,Net Banking,Bengaluru,amit.verma93@example.com
94,Priya,Gupta,P161,Electronics,5,22109.9,Credit Card,Bengaluru,priya.gupta94@example.com
95,Rohan,Iyer,P017,Grocery,1,2726.4,Wallet,Mumbai,rohan.iyer95@example.com
96,Kavya,Singh,P156,Grocery,6,5418.72,UPI,Hyderabad,kavya.singh96@example.com
97,Rohan,Singh,P068,Home,6,16177.38,Credit Card,Mumbai,rohan.singh97@example.com
98,Sneha,Nair,P007,Home,4,8479.8,Wallet,Ahmedabad,sneha.nair98@example.com
99,Rohan,Gupta,P199,Grocery,7,34019.23,Net Banking,Delhi,rohan.gupta99@example.com
100,Amit,Joshi,P128,Toys,3,6028.2,UPI,Delhi,amit.joshi100@example.com
101,Arjun,Rao,P156,Grocery,4,3612.48,Net Banking,Pune,arjun.rao101@example.com
102,Karan,Gupta,P153,Grocery,2,5282.72,Net Banking,Bengaluru,karan.gupta102@example.com
103,Priya,Nair,P105,Grocery,1,3085.48,Cash on Delivery,Pune,priya.nair103@example.com
104,Sneha,Reddy,P042,Books,7,27962.34,Credit Card,Mumbai,sneha.reddy104@example.com
105,Pooja,Nair,P054,Apparel,2,1380.46,Wallet,Ahmedabad,pooja.nair105.d2@example.com
106,Vikram,Gupta,P045,Toys,4,1487.0,Net Banking,Bengaluru,vikram.gupta106@example.com
107,Sneha,Singh,P192,Apparel,9,4557.24,UPI,Chennai,sneha.singh107@example.com
108,Kavya,Singh,P146,Apparel,5,6669.3,Wallet,Chennai,kavya.singh108@example.com
109,Divya,Patel,P051,Home,8,14476.4,Debit Card,Bengaluru,divya.patel109@example.com
110,Karan,Rao,P040,Apparel,5,8668.05,Credit Card,Kolkata,karan.rao110@example.com
111,Divya,Verma,P065,Grocery,4,438.84,Credit Card,Ahmedabad,divya.verma111@example.com
112,Amit,Nair,P010,Books,2,1325.64,Debit Card,Ahmedabad,amit.nair112@example.com
113,Meera,Iyer,P096,Books,1,1840.67,Credit Card,Hyderabad,meera.iyer113@example.com
114,Karan,Reddy,P049,Apparel,10,35973.1,UPI,Delhi,karan.reddy114@example.com
115,Rohan,Verma,P115,Apparel,10,4486.6,Credit Card,Mumbai,rohan.verma115@example.com
116,Kavya,Iyer,P164,Electronics,10,25631.8,Credit Card,Pune,kavya.iyer116@example.com
117,Priya,Iyer,P088,Home,3,1974.21,UPI,Hyderabad,priya.iyer117@example.com
118,Amit,Rao,P154,Electronics,4,17481.56,Credit Card,Kolkata,amit.rao118@example.com
119,Meera,Reddy,P048,Toys,10,41185.3,Debit Card,Hyderabad,meera.reddy119@example.com
120,Lakshmi,Reddy,P127,Apparel,9,4314.69,Net Banking,Mumbai,lakshmi.reddy120@example.com
121,Vikram,Verma,P102,Grocery,9,16296.3,Cash on Delivery,Mumbai,vikram.verma121.d3@example.com
122,Nikhil,Joshi,P168,Books,3,7755.6,UPI,Kolkata,nikhil.joshi122@example.com
123,Pooja,Sharma,P073,Electronics,5,11551.95,UPI,Pune,pooja.sharma123@example.com
124,Amit,Rao,P107,Home,10,37123.7,Wallet,Bengaluru,amit.rao124@example.com
125,Karan,Sharma,P101,Apparel,7,18312.42,Net Banking,Delhi,karan.sharma125@example.com
126,Rahul,Gupta,P109,Home,2,3620.06,Debit Card,Pune,rahul.gupta126@example.com
127,Vikram,Sharma,P118,Home,3,9417.39,Credit Card,Delhi,vikram.sharma127@example.com
128,Rahul,Das,P165,Books,7,1315.58,Cash on Delivery,Pune,rahul.das128@example.com
129,Anita,Patel,P189,Grocery,9,31916.7,UPI,Chennai,anita.patel129@example.com
130,Anita,Reddy,P042,Books,9,35951.58,Cash on Delivery,Ahmedabad,anita.reddy130.d3@example.com
131,Meera,Patel,P126,Home,4,15824.88,Debit Card,Ahmedabad,meera.patel131.d2@example.com
132,Nikhil,Reddy,P081,Electronics,1,556.78,Wallet,Delhi,nikhil.reddy132@example.com
133,Nikhil,Das,P164,Electronics,4,10252.72,Debit Card,Ahmedabad,nikhil.das133@example.com
134,Karan,Sharma,P047,Toys,10,29108.3,Net Banking,Delhi,karan.sharma134@example.com
135,Sneha,Patel,P099,Apparel,6,29361.48,Debit Card,Bengaluru,sneha.patel135@example.com
136,Priya,Verma,P011,Grocery,9,28544.4,UPI,Mumbai,priya.verma136@example.com
137,Suresh,Khan,P100,Electronics,10,34961.7,Wallet,Chennai,suresh.khan137@example.com
138,Meera,Das,P167,Books,7,34076.91,Debit Card,Kolkata,meera.das138@example.com
139,Suresh,Khan,P100,Electronics,6,20977.02,Net Banking,Delhi,suresh.khan139@example.com
140,Lakshmi,Nair,P006,Grocery,1,235.6,Debit Card,Ahmedabad,lakshmi.nair140@example.com
141,Suresh,Patel,P196,Apparel,10,26113.0,Net Banking,Kolkata,suresh.patel141@example.com
142,Vikram,Rao,P028,Grocery,2,7964.36,Net Banking,Pune,vikram.rao142@example.com
143,Priya,Sharma,P024,Grocery,8,20058.0,Wallet,Delhi,priya.sharma143@example.com
144,Rahul,Sharma,P022,Books,6,21449.7,Cash on Delivery,Kolkata,rahul.sharma144@example.com
145,Amit,Reddy,P168,Books,3,7755.6,Cash on Delivery,Mumbai,amit.reddy145.d2@example.com
146,Lakshmi,Singh,P050,Toys,3,5303.04,Debit Card,Bengaluru,lakshmi.singh146@example.com
147,Rohan,Patel,P017,Grocery,6,16358.4,Credit Card,Chennai,rohan.patel147.d3@example.com
148,Rohan,Khan,P117,Grocery,3,5165.4,Net Banking,Bengaluru,rohan.khan148@example.com
149,Divya,Rao,P152,Books,5,3486.4,UPI,Hyderabad,divya.rao149@example.com
150,Nikhil,Patel,P051,Home,3,5428.65,Wallet,Pune,nikhil.patel150@example.com
151,Nikhil,Patel,P174,Grocery,6,25248.0,UPI,Mumbai,nikhil.patel151@example.com
152,Priya,Verma,P197,Apparel,9,23271.3,UPI,Ahmedabad,priya.verma152@example.com
153,Sneha,Singh,P143,Grocery,9,1697.13,Cash on Delivery,Kolkata,sneha.singh153@example.com
154,Rohan,Gupta,P189,Grocery,6,21277.8,UPI,Delhi,rohan.gupta154.d3@example.com
155,Rahul,Nair,P093,Toys,6,8163.3,Debit Card,Delhi,rahul.nair155@example.com
156,Meera,Khan,P158,Electronics,1,2804.55,UPI,Chennai,meera.khan156@example.com
157,Arjun,Joshi,P164,Electronics,10,25631.8,Credit Card,Hyderabad,arjun.joshi157@example.com
158,Meera,Das,P057,Home,3,6114.42,Wallet,Kolkata,meera.das158@example.com
159,Kavya,Sharma,P107,Home,9,33411.33,Debit Card,Ahmedabad,kavya.sharma159@example.com
160,Priya,Sharma,P059,Home,8,34613.76,UPI,Chennai,priya.sharma160@example.com
161,Meera,Reddy,P146,Apparel,4,5335.44,Cash on Delivery,Pune,meera.reddy161@example.com
162,Pooja,Das,P137,Grocery,4,11063.48,UPI,Delhi,pooja.das162@example.com
163,Lakshmi,Patel,P053,Electronics,6,6780.78,Debit Card,Hyderabad,lakshmi.patel163@example.com
164,Suresh,Reddy,P063,Grocery,3,1382.31,Credit Card,Delhi,suresh.reddy164@example.com
165,Nikhil,Singh,P171,Home,5,12816.85,Credit Card,Hyderabad,nikhil.singh165@example.com
166,Kavya,Das,P166,Electronics,9,20196.72,Wallet,Ahmedabad,kavya.das166@example.com
167,Lakshmi,Iyer,P155,Grocery,9,27561.15,Debit Card,Hyderabad,lakshmi.iyer167@example.com
168,Amit,Gupta,P012,Books,1,4741.16,Debit Card,Bengaluru,amit.gupta168@example.com
169,Sneha,Sharma,P041,Apparel,1,2992.13,Cash on Delivery,Bengaluru,sneha.sharma169@example.com
170,Karan,Khan,P037,Home,7,14961.87,Cash on Delivery,Kolkata,karan.khan170@example.com
171,Meera,Reddy,P157,Home,3,9343.65,UPI,Hyderabad,meera.reddy171@example.com
172,Amit,Gupta,P186,Electronics,8,16170.96,Net Banking,Ahmedabad,amit.gupta172@example.com
173,Anita,Iyer,P021,Grocery,8,15146.96,Credit Card,Ahmedabad,anita.iyer173.d2@example.com
174,Sneha,Rao,P060,Apparel,1,3546.66,Credit Card,Pune,sneha.rao174@example.com
175,Rohan,Verma,P183,Grocery,1,1302.88,Cash on Delivery,Kolkata,rohan.verma175@example.com
176,Rohan,Singh,P176,Home,9,20146.32,Wallet,Bengaluru,rohan.singh176@example.com
177,Amit,Patel,P022,Books,9,32174.55,UPI,Bengaluru,amit.patel177@example.com
178,Anita,Joshi,P191,Home,4,4075.76,UPI,Bengaluru,anita.joshi178@example.com
179,Divya,Gupta,P100,Electronics,6,20977.02,Wallet,Ahmedabad,divya.gupta179@example.com
180,Amit,Sharma,P121,Apparel,9,36074.16,Net Banking,Bengaluru,amit.sharma180@example.com
181,Karan,Gupta,P147,Home,5,20896.35,Cash on Delivery,Mumbai,karan.gupta181@example.com
182,Vikram,Sharma,P145,Grocery,3,11490.63,Credit Card,Mumbai,vikram.sharma182@example.com
183,Anita,Rao,P028,Grocery,10,39821.8,Debit Card,Hyderabad,anita.rao183@example.com
184,Vikram,Joshi,P008,Grocery,1,499.03,Wallet,Hyderabad,vikram.joshi184@example.com
185,Priya,Reddy,P179,Toys,2,3097.52,Cash on Delivery,Pune,priya.reddy185@example.com
186,Rahul,Joshi,P052,Books,9,5666.58,Net Banking,Mumbai,rahul.joshi186@example.com
187,Karan,Reddy,P064,Grocery,4,4792.76,Credit Card,Hyderabad,karan.reddy187@example.com
188,Meera,Nair,P193,Apparel,2,292.88,Credit Card,Delhi,meera.nair188@example.com
189,Meera,Rao,P026,Apparel,4,9418.92,UPI,Kolkata,meera.rao189@example.com
190,Kavya,Singh,P067,Apparel,1,70.26,Net Banking,Hyderabad,kavya.singh190.d3@example.com
191,Arjun,Das,P184,Grocery,6,29036.1,Cash on Delivery,Ahmedabad,arjun.das191@example.com
192,Amit,Gupta,P074,Toys,10,39994.7,Credit Card,Kolkata,amit.gupta192@example.com
193,Kavya,Nair,P133,Home,2,8084.36,Wallet,Hyderabad,kavya.nair193@example.com
194,Karan,Joshi,P138,Grocery,10,1559.1,Credit Card,Chennai,karan.joshi194@example.com
195,Amit,Khan,P044,Apparel,7,16777.53,Debit Card,Chennai,amit.khan195.d3@example.com
196,Amit,Rao,P196,Apparel,1,2611.3,Cash on Delivery,Mumbai,amit.rao196@example.com
197,Lakshmi,Das,P126,Home,3,11868.66,UPI,Kolkata,lakshmi.das197.d2@example.com
198,Meera,Iyer,P148,Electronics,3,13663.74,Wallet,Bengaluru,meera.iyer198@example.com
199,Sneha,Verma,P128,Toys,7,14065.8,Credit Card,Ahmedabad,sneha.verma199.d3@example.com
200,Sneha,Verma,P179,Toys,9,13938.84,UPI,Pune,sneha.verma200@example.com
201,Nikhil,Joshi,P025,Books,8,17332.64,Credit Card,Kolkata,nikhil.joshi201.d3@example.com
202,Kavya,Iyer,P166,Electronics,1,2244.08,UPI,Chennai,kavya.iyer202@example.com
203,Anita,Gupta,P110,Electronics,9,44536.86,UPI,Bengaluru,anita.gupta203@example.com
204,Priya,Rao,P118,Home,3,9417.39,Credit Card,Pune,priya.rao204.d2@example.com
205,Suresh,Verma,P134,Grocery,3,9231.87,Cash on Delivery,Pune,suresh.verma205@example.com
206,Suresh,Joshi,P044,Apparel,8,19174.32,UPI,Bengaluru,suresh.joshi206@example.com
207,Suresh,Verma,P033,Apparel,6,18386.1,Wallet,Bengaluru,suresh.verma207@example.com
208,Rohan,Singh,P130,Electronics,4,14551.0,Wallet,Delhi,rohan.singh208.d3@example.com
209,Divya,Joshi,P186,Electronics,3,6064.11,UPI,Pune,divya.joshi209@example.com
210,Arjun,Iyer,P042,Books,4,15978.48,UPI,Mumbai,arjun.iyer210@example.com
211,Karan,Gupta,P043,Electronics,2,8415.68,Debit Card,Delhi,karan.gupta211@example.com
212,Pooja,Singh,P078,Grocery,5,1916.85,Debit Card,Mumbai,pooja.singh212@example.com
213,Rohan,Iyer,P164,Electronics,4,10252.72,Net Banking,Ahmedabad,rohan.iyer213@example.com
214,Nikhil,Gupta,P009,Home,1,342.6,Wallet,Bengaluru,nikhil.gupta214@example.com
215,Suresh,Sharma,P129,Home,5,18648.0,Debit Card,Pune,suresh.sharma215.d2@example.com
216,Amit,Joshi,P155,Grocery,7,21436.45,Debit Card,Kolkata,amit.joshi216@example.com
217,Pooja,Iyer,P180,Electronics,10,44902.8,Wallet,Chennai,pooja.iyer217.d3@example.com
218,Sneha,Nair,P174,Grocery,3,12624.0,Net Banking,Pune,sneha.nair218@example.com
219,Pooja,Iyer,P067,Apparel,2,140.52,Net Banking,Delhi,pooja.iyer219@example.com
220,Lakshmi,Nair,P065,Grocery,7,767.97,Credit Card,Kolkata,lakshmi.nair220@example.com
221,Arjun,Sharma,P133,Home,3,12126.54,Debit Card,Ahmedabad,arjun.sharma221@example.com
222,Rohan,Khan,P028,Grocery,1,3982.18,Debit Card,Delhi,rohan.khan222@example.com
223,Kavya,Reddy,P184,Grocery,4,19357.4,Cash on Delivery,Ahmedabad,kavya.reddy223@example.com
224,Lakshmi,Khan,P139,Toys,4,13063.56,Credit Card,Pune,lakshmi.khan224@example.com
225,Pooja,Joshi,P134,Grocery,6,18463.74,Net Banking,Bengaluru,pooja.joshi225@example.com
226,Nikhil,Khan,P176,Home,3,6715.44,Credit Card,Pune,nikhil.khan226@example.com
227,Rohan,Singh,P164,Electronics,1,2563.18,Net Banking,Kolkata,rohan.singh227@example.com
228,Rahul,Gupta,P016,Grocery,1,1483.57,Net Banking,Pune,rahul.gupta228.d3@example.com
229,Sneha,Iyer,P149,Apparel,6,26961.78,UPI,Kolkata,sneha.iyer229.d2@example.com
230,Nikhil,Nair,P135,Books,4,19610.04,Debit Card,Delhi,nikhil.nair230@example.com
231,Karan,Nair,P034,Electronics,2,1268.86,Wallet,Delhi,karan.nair231@example.com
232,Pooja,Nair,P038,Toys,6,2605.32,UPI,Chennai,pooja.nair232@example.com
233,Kavya,Iyer,P200,Electronics,8,3728.8,UPI,Kolkata,kavya.iyer233@example.com
234,Pooja,Verma,P176,Home,5,11192.4,Debit Card,Ahmedabad,pooja.verma234@example.com
235,Kavya,Iyer,P001,Apparel,1,4741.93,UPI,Chennai,kavya.iyer235@example.com
236,Lakshmi,Gupta,P083,Electronics,8,37978.4,Cash on Delivery,Mumbai,lakshmi.gupta236@example.com
237,Vikram,Singh,P169,Toys,6,8532.42,Net Banking,Hyderabad,vikram.singh237@example.com
238,Arjun,Patel,P022,Books,10,35749.5,Cash on Delivery,Pune,arjun.patel238@example.com
239,Amit,Verma,P163,Apparel,10,2588.8,Credit Card,Bengaluru,amit.verma239@example.com
240,Rohan,Das,P019,Toys,5,4723.0,Credit Card,Delhi,rohan.das240@example.com
241,Suresh,Rao,P060,Apparel,3,10639.98,Debit Card,Bengaluru,suresh.rao241@example.com
242,Anita,Das,P104,Books,9,15136.56,Wallet,Mumbai,anita.das242@example.com
243,Meera,Iyer,P172,Grocery,9,31600.17,Net Banking,Bengaluru,meera.iyer243@example.com
244,Suresh,Verma,P136,Toys,2,9380.92,Credit Card,Mumbai,suresh.verma244@example.com
245,Divya,Patel,P068,Home,7,18873.61,Net Banking,Ahmedabad,divya.patel245@example.com
246,Lakshmi,Nair,P143,Grocery,1,188.57,UPI,Ahmedabad,lakshmi.nair246@example.com
247,Anita,Khan,P064,Grocery,8,9585.52,Cash on Delivery,Hyderabad,anita.khan247@example.com
248,Suresh,Joshi,P042,Books,6,23967.72,Cash on Delivery,Ahmedabad,suresh.joshi248@example.com
249,Suresh,Rao,P171,Home,5,12816.85,Net Banking,Kolkata,suresh.rao249@example.com
250,Anita,Verma,P174,Grocery,2,8416.0,UPI,Hyderabad,anita.verma250@example.com
251,Priya,Verma,P006,Grocery,10,2356.0,Wallet,Pune,priya.verma251@example.com
252,Lakshmi,Nair,P025,Books,9,19499.22,Debit Card,Hyderabad,lakshmi.nair252@example.com
253,Vikram,Rao,P055,Grocery,7,14137.13,Credit Card,Pune,vikram.rao253@example.com
254,Karan,Singh,P088,Home,8,5264.56,Net Banking,Pune,karan.singh254@example.com
255,Priya,Singh,P109,Home,5,9050.15,UPI,Pune,priya.singh255.d2@example.com
256,Arjun,Khan,P127,Apparel,7,3355.87,UPI,Pune,arjun.khan256@example.com
257,Sneha,Rao,P053,Electronics,8,9041.04,Debit Card,Pune,sneha.rao257@example.com
258,Vikram,Das,P183,Grocery,5,6514.4,Wallet,Mumbai,vikram.das258@example.com
259,Nikhil,Khan,P011,Grocery,7,22201.2,Cash on Delivery,Hyderabad,nikhil.khan259@example.com
260,Sneha,Sharma,P103,Grocery,5,13431.65,Cash on Delivery,Bengaluru,sneha.sharma260@example.com
261,Priya,Khan,P122,Electronics,10,41815.1,Cash on Delivery,Kolkata,priya.khan261@example.com
262,Rahul,Iyer,P158,Electronics,3,8413.65,Credit Card,Ahmedabad,rahul.iyer262@example.com
263,Sneha,Verma,P161,Electronics,3,13265.94,UPI,Hyderabad,sneha.verma263@example.com
264,Amit,Rao,P108,Grocery,2,2079.18,Debit Card,Chennai,amit.rao264@example.com
265,Meera,Patel,P144,Grocery,5,7500.9,Net Banking,Hyderabad,meera.patel265@example.com
266,Pooja,Das,P082,Books,1,798.76,Wallet,Chennai,pooja.das266@example.com
267,Priya,Reddy,P128,Toys,10,20094.0,Net Banking,Kolkata,priya.reddy267@example.com
268,Amit,Verma,P115,Apparel,2,897.32,Net Banking,Delhi,amit.verma268@example.com
269,Sneha,Reddy,P122,Electronics,7,29270.57,Wallet,Ahmedabad,sneha.reddy269@example.com
270,Amit,Gupta,P055,Grocery,2,4039.18,Credit Card,Kolkata,amit.gupta270@example.com
271,Rahul,Iyer,P176,Home,2,4476.96,Credit Card,Mumbai,rahul.iyer271@example.com
272,Rohan,Joshi,P121,Apparel,1,4008.24,Cash on Delivery,Bengaluru,rohan.joshi272@example.com
273,Priya,Rao,P116,Electronics,8,9383.12,Wallet,Delhi,priya.rao273.d2@example.com
274,Meera,Verma,P187,Home,2,1711.68,Cash on Delivery,Ahmedabad,meera.verma274@example.com
275,Priya,Joshi,P118,Home,5,15695.65,Credit Card,Hyderabad,priya.joshi275@example.com
276,Rahul,Gupta,P016,Grocery,1,1483.57,UPI,Chennai,rahul.gupta276@example.com
277,Anita,Nair,P187,Home,10,8558.4,Cash on Delivery,Hyderabad,anita.nair277@example.com
278,Suresh,Nair,P081,Electronics,6,3340.68,Wallet,Delhi,suresh.nair278@example.com
279,Kavya,Verma,P038,Toys,2,868.44,Debit Card,Kolkata,kavya.verma279@example.com
280,Suresh,Singh,P123,Electronics,7,31873.8,Cash on Delivery,Pune,suresh.singh280@example.com
